음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
계절 야채와 함께 모로코 매운 쇠고기 패티,"2.9 온스 콜리 플라워 (플로렛으로 자르기)
2.9 온스 호박 (다진)
2.9 온스 당근 (다진)
2.9 온스 냉동 녹두 (해동)
2.9 온스 냉동 녹색 완두콩 (해동)
1 히말라야 소금을 꼬집어
1.6 온스 페타 치즈 (무너짐)
6.4 온스 마른 쇠고기 다진 (모로코 쇠고기 미트볼)
4.6 온스 치킨 마인스 (모로코 쇠고기 미트볼)
0.8 온스 통로 빵 부스러기 (모로코 쇠고기 미트볼)
1x1.5 온스.계란 (모로코 쇠고기 미트볼)
1 큰술 말린 파슬리 (모로코 쇠고기 미트볼)
0.1 온스 민트 (다진 (모로코 쇠고기 미트볼))
마늘 정향 2 개 (으깬 (모로코 쇠고기 미트볼))
1 티스푼 칠리 플레이크 (모로코 쇠고기 미트볼)
1 티스푼 커민 (모로코 쇠고기 미트볼)
1 티스푼 파프리카 (모로코 쇠고기 미트볼)
1 핀치 블랙 페퍼 (모로코 쇠고기 미트볼)","지침
큰 그릇에 모든 미트볼 재료를 결합하고 섞습니다.
깨끗한 손을 사용하여 혼합물을 손바닥의 중간 크기의 공으로 굴립니다.냉장고에 30 분 동안 설정하십시오.
오븐을 390˚F로 가열하고 베이킹 트레이를 베이킹 페이퍼로 정렬하십시오.미트볼을 트레이에 고르게 놓고 약 15-17 분 동안 또는 요리 할 때까지 굽습니다.요리 시간의 반쯤 미트볼을 뒤집어 고르게 요리 할 수 ​​있습니다.
미트볼이 베이킹하는 동안 다진 콜리 플라워 플로렛, 당근 및 녹두를 끓는 물 위의 찐 바구니에 넣으십시오.5-7 분 동안 증기.호박과 완두콩을 넣고 채소가 부드러워 질 때까지 계속 요리하고 찌릅니다.
미트볼의 절반을 큰 접시에 야채의 절반으로 제공하십시오.페타 치즈의 절반을 얹습니다.
내일의 남은 음식을 위해 남은 미트볼, 채소 및 페타를 냉장 보관하십시오.","서빙 크기 419g
칼로리 447 Cal
단백질 45.7g
지방, 총 19.4g
- 포화 7.9g
탄수화물 18.9g
- 설탕 8.8g
나트륨 587mg",https://cdn.f45training.com/strapi/uploads/2020/04/09112453/moroccan-spiced-beef-patties-with-seasonal-vegetables.jpg
닭고기와 달콤한 옥수수 수프,"0.6 fl.oz 엑스트라 버진 올리브 오일
3.2 온스 갈색 양파 (깍둑 썰기)
2.9 온스 셀러리 (깍둑 썰기)
3 마늘 정향 (으깬)
12 온스 치킨 가슴 (슬라이스)
11 온스 냉동 옥수수 커널 (해동)
14 fl.oz 닭고기 스톡, 소금 감소
4.4 fl.oz 물 (필터링)
1.5 스푼 심황
1 히말라야 소금과 후추를 꼬집어
1 큰술 말린 파슬리","지침
올리브 오일의 절반을 중간 온도에서 비 막대기 팬에 가열하고 요리 할 때까지 몇 분 동안 닭고기를 요리하십시오.따로 보관하고 식히십시오.냉각되면 손으로 닭고기를 파쇄했습니다.
한편 중간 온도에서 큰 냄비에 남은 올리브 오일을 가열하고 양파를 몇 분 동안 볶습니다.마늘, 심황 및 셀러리를 넣고 몇 분 더 요리하십시오.
닭고기 스톡, 물, 옥수수 및 파쇄 된 닭고기를 넣고 약 15-20 분 동안 끓인다.
소금과 다진 파슬리와 함께
그릇에 수프의 절반을 제공하고 한 번 식히면 내일 남은 음식을 냉장 보관하십시오.","서빙 크기 697g
칼로리 441 Cal
단백질 44g
지방, 총 12g
- 포화 2.6g
탄수화물 34.8g
- 설탕 8.5g
-정식 섬유 8.6g
나트륨 717.4mg",https://cdn.f45training.com/strapi/uploads/2020/04/09105857/chicken-sweet-corn-soup.jpg
탄두리 치킨 랩,"7.8 온스 닭 가슴살 필레 (피부가없고, 다진)
1.5 온스 붉은 양파 (깍둑 썰기)
2 티스푼 탄두리 페이스트 (온화한)
0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5 tsp.)
2.5 온스 그리스 요거트
1.1 온스 레바논 오이 (다진)
1.8 온스 당근 (강판)
0.08fl.오즈 레몬 주스, 갓 짜낸
2 큰술 민트 (신선하고 다진)
0.8 온스 체다 치즈
1.1 온스 영어 시금치
2 x 2.46oz wholemeal 랩","지침
중간 온도에서 비 막대기 팬에 올리브 오일을 가열하고 부드럽게 될 때까지 양파를 볶습니다.탄두리 페이스트를 넣고 3-4 분 동안 요리하십시오.
닭고기를 익힐 때까지 닭고기를 저어주는 팬에 넣습니다.
열에서 닭고기를 제거하고 요구르트, 다진 민트, 오이 및 레몬 주스와 함께 그릇에 섞습니다.
랩을 평평하게 놓고 시금치 잎, 당근 및 닭고기 믹스를 겹칩니다.치즈를 곁들입니다.
랩을 접고 서빙하십시오.내일의 남은 음식을 냉장 보관하십시오.","서빙 크기 326g
칼로리 441 Cal
단백질 36.33g
지방, 총 15.05g
- 포화 6.75g
탄수화물 35.48g
- 설탕 6.7g
나트륨 966.85mg",https://cdn.f45training.com/strapi/uploads/2020/04/09113510/chicken-tandoori-wrap1.jpg
단백질 베리 스무디,"30G 냉동 블랙 베리
35g 냉동 블루 베리
60g 바나나, 다진
65g 레바논 오이, 다진
30G F45 연료 단백질 분말, 선택
25g 미세 건조 코코넛
1/4 tsp.바닐라 에센스
0.4 fl.oz 꿀 (2 tsp)
180ml 무가당 아몬드 우유
55ml의 물, 여과","지침
부드러워 질 때까지 믹서기의 모든 성분을 섞습니다.
제공하다.","서빙 크기 490g
칼로리 450 cal
단백질 26.2g
지방, 총 20g
- 포화 된 15.5g
탄수화물 37.3g
- 설탕 30.9g
나트륨 282.5mg
섬유 11g",https://cdn.f45training.com/strapi/uploads/2020/04/07133328/protein-berry-smoothie.jpg
"구운 콩, 시금치 및 페타","5.7 온스 통조림 Cannellini 콩 (헹굼 및 배수)
50g 빨간 피망
1.1 온스 브라운 양파 (깍둑 썰기)
1.1 온스 당근 (깍둑 썰기)
30g 셀러리, 깍둑 썰기
3.2 온스 통조림 분쇄 토마토
0.5 티스푼 파프리카
0.8 온스 영어 시금치
히말라야 소금을 꼬집어
핀치 고추
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
1.3 온스 페타 치즈 (무너짐)
0.6 온스 해바라기 커널","지침
엑스
비 스틱 팬에 올리브 오일을 중간 열에 가열하고 양파, 셀러리 및 당근을 몇 분 동안 볶습니다.피망과 파프리카를 넣고 몇 분 동안 또는 야채가 부드러워 질 때까지 요리하십시오.
분쇄 된 토마토를 넣고 끓인 다음 두꺼운 일관성이 될 때까지 요리하십시오.
몇 분 동안 저어주는 콩을 첨가하십시오.시금치 잎을 저어 소금과 후추로 간결합니다.
콩을 접시에 넣고 부서진 페타 치즈와 해바라기 씨앗을 곁들여 얹습니다.","서빙 크기 360g
칼로리 440 Cal
단백질 24.33g
지방, 총 21.89g
- 포화 7.76g
탄수화물 30.99g
- 설탕 9.81g
나트륨 1052.32mg",https://cdn.f45training.com/strapi/uploads/2020/04/09112358/baked-beans-spinach-feta.jpg
초콜릿 베리 단백질 스무디,"1.3 온스 PI 영양 초콜릿 유청 분리 또는 식물 기반 대안
3.6 온스 냉동 혼합 딸기
5 온스 냉동 바나나
10 fl.oz 무가당 아몬드 우유
1.1 온스 롤 귀리","지침
모든 성분을 믹서기에 추가하고 부드러운 일관성이 형성 될 때까지 혼합하십시오.
스무디를 큰 유리에 붓습니다
제공하다","서빙 크기 620g
칼로리 446 Cal
단백질 35.45g
지방, 총 6.91g
- 포화 된 1.14g
탄수화물 55.13g
- 설탕 25.99g
나트륨 204.41mg",https://cdn.f45training.com/strapi/uploads/2020/04/06121458/shutterstock_437697679.jpg
해체 된 쇠고기 부리 토 그릇,"7.1 온스 마른 쇠고기 다진 (요리되지 않은)
0.1 fl.oz 엑스트라 버진 올리브 오일
마늘 정향 1 개 (으깬)
1 티스푼 커민
1 tsp.말린 실란트로
0.4 온스 붉은 고추 (미세하게 다진)
4.6 온스 통조림 검은 콩 (배수 및 헹굼)
2.9 온스 통조림 옥수수 커널 (배수 및 헹굼)
2.2 온스 체다 치즈 (강판)
5.3 온스 체리 토마토 (다진)
4.3 온스 코스 양상추 (파쇄)
0.5 라임 (2 웨지)
1 히말라야 소금과 후추를 꼬집어
2.9 온스 아보카도 (매시)","지침
스틱이없는 튀김 팬에 올리브 오일을 중간 열에 가열하고 마늘, 붉은 칠리, 실란트로 및 커민으로 쇠고기 분간을 5-8 분 동안 또는 요리 할 때까지 가끔 저어줍니다.히말라야 소금 한 덩어리로 계절
쇠고기가 요리하는 동안 옥수수, 검은 콩, 체리 토마토, 양상추, 치즈 및 아보카도를 두 그릇 사이에 나눕니다.
라임 웨지와 함께 제공하십시오
해체 된 쇠고기 부리 토 그릇 1 개를 제공하고 내일 점심 식사를 위해 남은 식사를 냉장 보관하십시오.","서빙 크기 434g
칼로리 450 cal
단백질 38.8g
지방, 총 20.5g
- 포화 8.5g
탄수화물 22.8g
- 설탕 5.1g
나트륨 515mg",https://cdn.f45training.com/strapi/uploads/2020/03/16163716/beef-mexican-bowl.jpg
매운 시칠리아 치킨과 퀴 노아,"4.6 온스 치킨 가슴 필레 (다진)
1.3 온스 퀴 노아 (요리되지 않은)
3.4 fl.oz 물
0.8 온스 갈색 양파 (깍둑 썰기)
1.8 온스 당근 (잘린)
마늘 정향 1 개 (다진)
2.9 온스 통조림 이탈리아 분쇄 토마토
0.4 온스 붉은 고추 (다진)
0.8 온스 칼라 마타 올리브
0.6 온스 태양 말린 토마토 (다진)
1 히말라야 소금과 후추를 꼬집어
0.1 fl.oz 엑스트라 버진 올리브 오일","지침
중간 온대 위에 냄비에 물을 끓여서 퀴 노아를 15 분 동안 또는 열릴 때까지 요리하십시오.
한편, 중간 온도에서 비 막대기 팬의 열 올리브 오일은 양파와 마늘을 몇 분 동안 볶습니다.당근과 고추를 팬에 넣고 몇 분 더 요리하십시오.
닭고기를 넣고 닭고기가 거의 익을 때까지 몇 분 동안 저어줍니다.
분쇄 된 토마토, 칼라 마타 올리브, 햇볕에 말린 토마토 및 소금과 후추로 계절을 넣으십시오.약 10-15 분 동안 저열로 요리하십시오.
퀴 노아와 함께 매운 시칠리아 치킨을 제공하십시오.","서빙 크기 330g
칼로리 441 Cal
단백질 36.63g
지방, 총 14.64g
- 포화 된 3.75g
탄수화물 37.10g
- 설탕 12.61g
나트륨 457.17mg",https://cdn.f45training.com/strapi/uploads/2020/03/10211652/spicy-sicilian-chicken-_-quinoa.jpg
라즈베리 단백질 머핀,"3.6 온스 롤 귀리 (건식 (식품 프로세서에서 가공))
1.1 온스 롤 귀리 (건조)
1.8 온스 메밀 가루
1 x 1.74oz 중간 계란
1.5 온스 PI 영양 바닐라 유청 분리 (또는 식물 기반 대안)
2.9 온스 라즈베리 (신선한)
0.8 온스 건조 코코넛
1 티스푼 베이킹 파우더
3.4 fl.oz 무가당 아몬드 우유
0.9 온스 꿀","지침
오븐을 350˚F로 예열하고 머핀 케이스로 안감으로 머핀 트레이를 준비하십시오.
가공 된 롤 귀리, 라즈베리, 굴뚝 귀리, 메밀 가루, F45 연료, 건조 코코넛 및 베이킹 파우더를 큰 그릇에 결합하십시오.
별도의 중간 그릇에 계란을 깨고 잘 휘젓습니다.아몬드 우유와 꿀을 섞습니다.젖은 성분을 천천히 건조 성분의 큰 그릇에 천천히 붓습니다.잘 결합 될 때까지 함께 섞으십시오.
혼합물을 5 개의 머핀 케이스에 붓습니다.머핀을 25 분 동안 또는 중앙에서 요리 할 때까지 굽습니다.
요리하면 오븐에서 꺼내서 식히십시오.
머핀 1 개를 제공하고 나머지를 냉장고에 보관하십시오.","서빙 크기 101g
칼로리 231 Cal
단백질 10g
지방, 총 7g
- 포화 된 3g
탄수화물 29g
- 설탕 8g
-다이타리 섬유 5G
나트륨 109mg",https://cdn.f45training.com/strapi/uploads/2020/03/10112001/raspberry-muffin.jpg
쵸 리조와 스페인 쌀,"1.8 온스 현미 (요리되지 않은)
4.3 fl.oz 물
2.2 온스 chorizo ​​(슬라이스)
0.9 온스 갈색 양파 (깍둑 썰기)
0.5 티스푼 파프리카
0.5fl.오즈 라임 주스, 갓 짜낸
30g 빨간 피망
3.2 온스 토마토 (깍둑 썰기)
0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5tsp.)
1.5 온스 냉동 녹색 완두콩 (해동)
1.5 온스 냉동 옥수수 커널 (해동)
1 히말라야 소금을 꼬집어","지침
스틱이없는 냄비에 올리브 오일을 중간 열에 가열하여 먼저 시작하여 각 측면에서 3-4 분 동안 또는 바삭 바삭해질 때까지 쵸 리조를 볶습니다.팬에서 chorizo를 제거하십시오.
같은 기름을 사용하여 양파와 피망을 튀기고 1 분간 저 중간 열로 요리합니다.
쌀, 물, 토마토, 완두콩, 옥수수, 라임 주스, 파프리카 및 히말라야 소금 한 덩어리를 넣고 함께 섞습니다.저소득층 열에서 또는 쌀이 팽창하고 연화되고 물이 흡수 될 때까지 뚜껑으로 15 분 동안 계속 요리하십시오.필요한 경우 더 많은 물을 추가하십시오.요리 한 후에 따로 보관하고 그릇에 옮기고 chorizo를 상단에 추가하십시오.
제공하다","서빙 크기 360g
칼로리 438 Cal
단백질 19.83g
지방, 총 14.54g
- 포화 4.14g
탄수화물 51.75g
- 설탕 6.89g
나트륨 557.91mg",https://cdn.f45training.com/strapi/uploads/2020/03/21102317/shutterstock_1520921339.png
베트남 스타일의 양고기 국수 샐러드,"1.6 온스 vermicelli 쌀 국수 (요리되지 않은)
2.2 온스 녹색 양배추 (파쇄)
3.6 온스 당근 (강판)
5G 다진 실란트로
0.2 온스 땅콩 (파쇄)
3.6 온스 양고기 스트립 (RAW)
0.1 fl.oz 엑스트라 버진 올리브 오일 (0.5tsp. (양고기 요리))
1 히말라야 소금과 후추를 꼬집어
0.4 fl.oz 감소 된 소금 간장 (2 tsp. (베트남 샐러드 드레싱)
0.2 fl.oz 쌀 와인 식초 (1 tsp. (베트남 샐러드 드레싱)
0.33fl.오즈 라임 주스, 갓 짜낸 (베트남 샐러드 드레싱)
0.1 fl.oz honey (0.5 tsp. (베트남 샐러드 드레싱)
0.1 온스 생강 뿌리 (강판 (베트남 샐러드 드레싱)
0.2 온스 민트 (다진 (베트남 샐러드 드레싱)
0.2 fl.oz 참깨 (1 tsp.) (베트남 샐러드 드레싱)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp. (베트남 샐러드 드레싱)","지침
양고기 스트립을 요리하려면 올리브 오일을 스틱 팬에 중간 열에 가열하고 양쪽면에서 3-4 분 동안 또는 좋아하는 곳에서 요리 할 때까지 양고기 스트립을 요리하십시오.히말라야 소금과 후추로 계절.일단 요리 한 후에
한편, vermicelli 국수를 그릇에 넣고 끓는 물로 덮고 약 5 분 동안 또는 부드러워 질 때까지 담그십시오.물을 빼다.
드레싱 성분을 별도로 결합하십시오.따로
그릇에 바이 셀리 국수, 양배추, 당근, 다진 실란트로 및 양고기를 결합하십시오.으깬 땅콩과 드레싱으로 윗면
제공하다","서빙 크기 337g
칼로리 446 Cal
단백질 26.14g
지방, 총 13.93g
- 포화 4.64g
탄수화물 54.7g
- 설탕 10.71g
나트륨 600.81mg",https://cdn.f45training.com/strapi/uploads/2020/03/04154708/vietnamese-lamb-noodle-salad.jpg
"치킨 칠리 콘 카르네, 녹색 및 쌀","1.3 온스 현미 (요리되지 않은)
3.1 fl.oz 물 (필터링)
1.5 온스 냉동 녹색 완두콩
1.5 온스 녹색 콩 (끝이 다듬기)
0.8 온스 페타 치즈
1.1 온스 빨간색 신장 콩
0.8 온스 갈색 양파 (다진)
마늘 정향 1 개 (으깬)
0.4 온스 붉은 고추 (미세하게 다진)
0.5 티스푼 계피
0.5 티스푼 커민
0.5 말린 TSP 실란트로
0.5 티스푼 카이엔 고추
0.5 티스푼 말린 오레가노
3.2 온스 치킨 마인스 (RAW)
1.8 온스 통조림 분쇄 토마토
1 히말라야 소금을 꼬집어
0.1 fl.oz 엑스트라 버진 올리브 오일","지침
중간 온도에서 비 막대기 팬에 올리브 오일을 가열하고 양파와 마늘을 몇 분 동안 볶습니다.향신료를 넣고 2 분 동안 요리하십시오.
닭고기 마인스를 팬에 넣고 갈색이 될 때까지 요리하십시오.
남은 재료를 넣고 35-40 분 동안 끓입니다.소금으로 계절.
한편 중간 온도에서 냄비에 물을 끓여 25 분 동안 또는 쌀이 팽창 할 때까지 현미를 요리하십시오.필요한 경우 더 많은 물을 추가하십시오.
연화 될 때까지 끓는 물 위에 김이 나는 바구니에 녹두와 완두콩을 요리하십시오.
치킨 칠리 콘 카른을 녹색과 함께 제공하고 페타 치즈를 뿌린다.","서빙 크기 360g
칼로리 438 Cal
단백질 31.12g
지방, 총 14.89g
- 포화 5.66g
탄수화물 40.72g
- 설탕 5.51g
나트륨 444.94mg",https://cdn.f45training.com/strapi/uploads/2020/03/02175504/chicken-chilli-con-carne-greens-_-rice.jpg
계란과 버섯 브릭 키 랩,"2 x 1.76oz 계란 (중간)
30g 빨간 피망
0.6 온스 냉동 녹색 완두콩 (해동)
0.6 온스 파마산 치즈
2.2 온스 토마토 (다진)
0.8 온스 영어 시금치 (다진)
0.8 온스 버섯 (다진)
1 x 1.76oz 전체 곡물 랩","지침
비 스틱 팬을 중간 온도로 가열하고 피망, 완두콩, 토마토 및 버섯을 몇 분 동안 볶습니다.
계란을 그릇에 부르고 털어냅니다.파마산 치즈를 추가하십시오.
계란 혼합물을 팬에 붓고 그것을 깨고 요리 할 때까지 야채와 함께 저어줍니다.
랩을 평평한 표면과 시금치와 계란 혼합물에 놓으십시오.
랩을 접고 서빙하십시오.","서빙 크기 275g
칼로리 452 Cal
단백질 27.41g
지방, 총 22.05g
- 포화 된 9.47g
탄수화물 32.82g
- 설탕 4.50g
나트륨 997.77mg",https://cdn.f45training.com/strapi/uploads/2020/02/21055120/shutterstock_376360399.png
블루 베리 choccy 쉐이크,"100g 냉동 블루 베리
1.1 온스 PI 영양 초콜릿 유청 분리 (또는 식물 기반 대안)
100ml 물
200ml의 무가당 아몬드 우유","지침
성분을 믹서기에 추가하고 결합 될 때까지 혼합하십시오.
유리에 붓고 서빙하십시오","서빙 크기 330g
칼로리 254 Cal
단백질 25.9g
지방, 총 8.2g
- 포화 0.9g
탄수화물 16.6g
- 설탕 14.5g
나트륨 389mg",https://cdn.f45training.com/strapi/uploads/2020/02/21053841/shutterstock_147879719.png
냄비 크림 마늘 닭고기와 쌀,"130g 피부가없는 닭 가슴
1/4 tsp.올리브유
20g 영어 시금치
35G 현미
80ml 물, 여과
60g 녹두
0.7 fl.oz 크림
1 정향 마늘, 으깬 마늘
1 tsp.디종 겨자
5G 파마산 치즈
히말라야 소금
후추","지침
중간 온도에 비 스틱 냄비에 올리브 오일을 가열하고 마늘을 1 분간 볶습니다.닭고기를 팬에 넣고 요리 할 때까지 몇 분 동안 저어줍니다.
열을 줄이고 크림, 디종 머스타드 및 파마산 치즈를 팬에 잘 저어줍니다.10 분 동안 끓입니다.시금치 잎을 넣고 소금과 후추로 간을하고 5 분 더 요리합니다.
한편 중간 온도에서 냄비에 물을 끓여 25 분 동안 또는 쌀이 팽창 할 때까지 현미를 요리하십시오.필요한 경우 더 많은 물을 추가하십시오.
연화 될 때까지 끓는 바구니에 찐 바구니에 녹두를 요리하십시오.
녹두와 현미와 함께 크림 마늘 닭고기를 제공하십시오.","서빙 크기 300g
칼로리 446 Cal
단백질 35.24g
지방, 총 19.60g
- 포화 된 9.29g
탄수화물 30.02g
- 설탕 1.99g
나트륨 277.22mg",https://cdn.f45training.com/strapi/uploads/2020/02/28113434/one-pot-creamy-garlic-chicken-_-rice.jpg
